transaccion_id,monto,hora,distancia_ubicacion_km,cantidad_transacciones_dia,es_comercio_nuevo,dispositivo_nuevo,fraude
641,70012.88,22,572.05,9,1,0,0
642,973016.71,12,512.67,15,1,0,1
643,642229.54,19,293.49,5,0,0,0
644,989217.08,15,931.75,13,0,0,0
645,368088.77,17,397.02,14,0,0,0
646,2672676.57,9,87.09,15,0,0,0
647,1784841.44,22,617.07,16,0,1,0
648,2040515.93,7,113.84,13,0,0,0
649,2369622.0,17,345.22,17,1,1,1
650,1500342.17,20,507.41,8,0,0,0
651,269891.66,0,874.22,2,0,1,1
652,1615948.56,22,493.55,5,0,1,0
653,1764654.94,7,702.26,6,0,1,1
654,2238864.03,5,992.82,12,1,0,0
655,1300662.04,4,131.49,18,1,0,0
656,391465.11,14,274.73,1,0,0,0
657,858489.96,21,394.58,17,1,0,0
658,1095616.07,14,421.83,11,1,1,1
659,1941292.55,1,411.02,10,1,0,0
660,1716627.13,0,907.61,19,1,1,1
661,1074729.21,22,714.03,14,1,1,1
662,2959680.59,22,607.91,10,1,0,0
663,1821266.71,10,309.37,15,0,0,0
664,719308.11,9,823.79,19,0,0,0
665,314329.59,17,955.06,4,0,1,0
666,467048.83,17,821.2,2,0,0,0
667,745413.61,16,1.57,9,0,1,0
668,490437.31,7,636.4,10,1,0,0
669,567835.4,14,51.14,11,0,1,0
670,862434.55,7,257.61,14,0,0,0
671,528387.05,16,59.52,7,1,0,0
672,2691328.62,11,603.8,15,1,1,0
673,249898.9,7,686.59,19,0,0,0
674,1578289.05,13,114.49,15,1,0,0
675,1237086.51,3,383.84,8,1,0,0
676,2947312.06,0,456.24,11,1,0,1
677,344996.32,0,369.05,9,1,0,0
678,1199588.24,18,121.03,15,0,0,0
679,2908716.6,15,418.95,1,1,0,0
680,2597866.31,13,751.18,1,0,1,1
681,2453045.49,20,71.01,19,0,1,0
682,781129.45,15,80.18,3,1,0,0
683,520953.89,4,354.77,10,1,0,1
684,2009243.23,8,941.73,8,1,0,0
685,2788834.21,1,668.57,15,0,1,1
686,1674721.05,17,678.67,10,1,1,1
687,1719121.94,5,361.92,1,1,0,1
688,847137.49,8,593.66,18,1,1,0
689,2310783.87,0,10.13,2,1,0,1
690,569260.81,8,636.1,19,1,0,1
691,977800.92,15,913.29,13,0,0,0
692,1282054.95,12,612.57,1,1,0,0
693,1527755.03,8,873.7,2,1,1,1
694,734805.1,20,723.97,16,1,1,1
695,353362.11,12,120.56,15,0,0,0
696,1835753.93,8,902.45,13,1,1,1
697,873005.35,10,66.44,16,0,1,0
698,1747902.28,3,533.97,17,0,0,0
699,471544.52,1,142.14,7,1,1,1
700,1448608.9,5,11.71,17,1,0,0
701,1602442.4,13,422.03,7,1,0,0
702,164952.38,3,295.04,13,0,0,0
703,1016446.79,5,486.0,5,0,0,0
704,411899.88,18,577.2,17,0,1,1
705,199491.16,5,43.74,3,0,0,0
706,2969981.09,1,123.0,7,0,1,1
707,973838.0,17,558.64,17,0,0,0
708,2431524.59,12,343.17,7,1,0,0
709,771375.56,8,729.17,1,1,1,1
710,2047693.14,22,652.29,17,0,0,1
711,2283081.3,18,845.6,17,1,1,0
712,1790959.83,12,692.49,11,1,1,1
713,1420012.8,10,429.93,3,0,0,0
714,1241404.33,0,672.97,15,0,0,0
715,1053116.12,23,275.38,11,1,0,0
716,2789292.14,21,306.31,16,0,0,1
717,2493552.03,6,788.99,9,0,0,0
718,2895430.46,20,446.42,1,1,0,0
719,381648.7,14,798.38,16,0,1,1
720,2195293.75,0,822.42,9,1,1,1
721,2815637.97,11,857.56,19,1,0,1
722,551886.87,6,916.64,12,1,1,0
723,208823.84,14,430.99,19,1,1,0
724,2225950.74,20,318.87,9,1,0,1
725,1727674.61,18,582.2,7,0,0,0
726,2527068.04,0,371.17,14,0,1,1
727,427919.41,16,601.07,19,0,0,0
728,2387849.26,16,705.59,19,0,1,1
729,612865.69,2,688.41,2,1,0,1
730,499331.27,11,374.55,9,1,1,0
731,501154.74,5,166.86,13,0,1,0
732,2445578.41,10,430.53,15,1,1,0
733,1998939.69,2,142.59,3,0,1,1
734,1573965.62,7,890.1,11,0,0,1
735,1082903.15,13,345.88,14,0,0,1
736,2632829.62,13,154.46,8,1,1,1
737,1183410.87,9,25.45,18,1,1,1
738,2451632.32,1,645.82,19,1,0,1
739,1323013.38,13,636.9,16,1,0,0
740,1137063.84,8,340.6,2,0,1,0
741,1393412.56,2,71.71,8,1,1,1
742,911119.84,20,409.63,6,1,1,1
743,2245352.05,7,311.22,12,1,1,1
744,1513133.97,15,677.12,15,0,1,0
745,704315.96,1,605.78,8,0,0,0
746,2699727.97,5,364.59,4,1,1,1
747,1157834.75,20,217.89,15,1,0,0
748,1635223.05,11,988.04,17,1,0,1
749,2720351.61,4,454.0,13,1,0,0
750,1876471.61,1,688.27,18,0,1,1
751,359525.14,15,140.55,2,1,0,1
752,2820098.05,4,485.59,13,1,0,1
753,1886847.08,14,27.54,13,1,0,1
754,1011367.79,11,505.46,15,0,0,0
755,426423.5,3,964.02,10,0,1,1
756,2384135.32,14,384.21,3,1,1,0
757,1864017.54,10,39.0,19,1,0,0
758,1605048.67,15,30.96,3,1,0,0
759,2682738.82,22,387.99,14,1,1,1
760,2367905.66,5,160.02,8,1,1,0
761,463507.89,13,23.35,4,0,1,0
762,942048.98,17,756.21,11,0,0,0
763,752982.53,11,458.52,11,0,1,1
764,2234399.41,10,289.24,11,1,0,1
765,110261.98,12,900.08,2,0,0,0
766,1713970.16,20,116.14,17,0,1,1
767,2289751.47,22,955.92,9,0,0,0
768,2631529.25,10,313.97,2,1,1,1
769,1032824.43,22,888.4,15,1,0,1
770,2465559.34,15,602.94,16,0,1,1
771,340788.89,14,826.71,4,1,0,0
772,2540892.35,20,984.01,8,0,0,0
773,391191.1,14,288.41,9,0,1,0
774,1197889.0,3,961.14,5,0,1,0
775,2393913.14,10,389.48,16,0,1,1
776,458253.11,18,385.51,13,1,1,1
777,695461.67,14,340.39,7,1,0,0
778,2169535.18,3,541.41,17,1,1,1
779,2162909.24,20,154.15,3,1,1,0
780,1927031.42,12,553.71,5,0,0,0
781,2084905.85,21,541.7,19,1,1,1
782,1632746.09,18,761.9,12,0,1,1
783,762879.19,1,833.65,7,1,0,0
784,1043631.02,13,440.44,9,1,1,0
785,552977.17,3,302.33,6,1,1,1
786,2726267.18,15,259.33,17,0,1,1
787,1754341.47,20,194.62,16,0,1,1
788,1208545.74,19,57.65,3,0,1,0
789,1391397.35,13,342.45,4,0,1,0
790,2842377.19,14,270.25,10,1,0,0
791,468520.7,2,966.42,5,0,1,1
792,1762827.2,7,557.71,10,0,0,0
793,1522607.15,15,347.28,12,1,0,1
794,1838248.16,9,580.47,10,1,0,0
795,64149.45,3,139.2,13,0,0,0
796,2617650.49,17,444.04,11,1,1,1
797,2797033.66,1,626.23,16,0,1,1
798,1699748.22,16,488.9,8,1,1,1
799,2092985.96,12,401.78,8,0,0,0
800,2768273.15,3,993.85,8,0,1,1
801,2124643.52,10,880.31,13,0,1,1
802,466091.74,6,623.41,2,0,1,0
803,1733102.2,11,569.38,12,0,0,1
804,1824077.99,9,620.66,10,1,0,1
805,1278150.71,6,201.31,12,0,1,0
806,2211968.26,12,395.14,11,0,0,0
807,2803757.37,6,39.46,15,0,0,0
808,2777449.85,23,475.55,16,0,1,1
809,1358009.72,16,543.02,17,0,0,0
810,348581.76,9,227.75,2,1,0,0
811,2954675.18,9,964.03,18,1,1,0
812,2518305.28,23,909.45,12,0,0,0
813,382741.42,3,722.14,19,1,0,1
814,2763317.23,19,533.39,18,0,0,1
815,2610990.12,3,869.97,17,1,0,0
816,1561325.79,21,130.65,6,1,0,0
817,1777913.55,6,790.51,15,0,0,1
818,1203018.08,21,124.82,3,1,0,0
819,173737.3,0,794.21,6,1,0,1
820,1012239.75,11,275.77,3,0,1,0
821,2410531.81,23,877.09,1,0,1,0
822,23849.75,12,944.04,13,1,1,0
823,1007162.52,9,148.8,14,1,1,1
824,1200524.39,14,462.68,13,1,0,1
825,1616812.85,12,980.99,4,0,1,1
826,2760368.29,22,483.41,7,1,1,1
827,1045574.52,21,863.55,10,1,0,0
828,1047390.07,21,588.73,7,1,0,1
829,2215128.73,20,375.33,15,0,0,0
830,1362131.64,21,285.78,15,0,0,0
831,681568.42,8,203.22,4,0,0,0
832,1362794.15,8,761.8,6,0,1,0
833,431162.49,14,386.54,5,1,0,0
834,537397.09,9,511.28,12,0,1,0
835,1500119.64,23,492.33,1,1,1,1
836,1262587.09,9,577.28,8,1,0,1
837,2745389.24,7,865.58,1,1,1,1
838,1093557.76,23,980.74,5,1,1,1
839,1745959.17,15,407.58,6,0,0,0
840,1900470.22,16,827.52,3,0,1,1
841,49152.43,4,764.53,15,0,1,1
842,1993976.74,3,573.53,5,0,1,1
843,542327.54,17,956.05,14,0,0,0
844,2883600.25,23,200.47,18,1,0,0
845,454501.56,18,109.26,16,0,0,0
846,1249726.13,3,853.96,6,0,1,0
847,265195.51,6,439.15,14,0,0,0
848,2990654.01,9,846.97,8,0,1,1
849,1511563.08,17,893.09,7,1,0,0
850,1790201.2,18,62.46,8,1,1,1
851,210558.67,3,883.46,13,1,0,1
852,2252381.81,9,448.32,6,1,0,1
853,637617.72,0,510.43,18,1,1,1
854,2695182.33,22,626.59,2,0,0,0
855,623367.53,17,926.38,8,1,1,1
856,580156.28,4,19.12,11,1,0,1
857,119283.51,14,476.84,1,1,0,0
858,1421480.17,16,687.72,6,0,1,0
859,1698874.99,2,722.71,16,0,1,1
860,206468.83,11,692.53,12,1,1,0
861,2328827.57,1,134.44,11,0,0,1
862,1365333.62,0,299.4,10,0,1,0
863,1577926.91,22,358.72,3,1,0,0
864,1327880.61,20,804.44,13,0,1,1
865,1208281.55,16,278.76,3,0,1,0
866,1683324.59,21,210.7,15,0,1,1
867,474168.34,15,957.45,16,1,1,1
868,553965.11,4,8.86,13,1,1,1
869,2586739.01,14,997.82,17,1,1,1
870,2838885.23,2,676.82,3,0,0,0
871,1126194.86,6,828.47,11,1,1,1
872,819526.57,10,294.62,19,0,0,0
873,1935558.63,9,14.32,11,0,1,0
874,1232115.17,8,737.87,16,0,1,1
875,85905.2,13,834.14,3,1,1,1
876,476896.27,12,740.48,6,1,0,0
877,2150756.96,1,142.85,14,1,0,0
878,1980182.59,2,753.43,18,1,1,1
879,91017.02,6,768.92,17,0,0,0
880,673696.76,20,658.54,4,1,1,1
881,700913.64,17,766.12,15,0,1,0
882,2018959.3,2,845.92,11,1,0,1
883,68934.51,9,613.6,3,1,0,0
884,321284.66,21,88.6,3,1,0,0
885,2401749.1,6,487.63,16,0,0,1
886,543848.54,8,77.65,5,0,1,0
887,1961710.86,16,407.54,10,0,0,0
888,722166.52,10,407.11,19,0,0,0
889,307329.76,6,66.01,4,0,1,0
890,737084.85,23,348.82,19,1,0,1
891,2169578.13,13,111.0,11,0,0,0
892,2568532.44,18,808.24,2,0,0,0
893,2492357.4,3,947.69,10,0,0,0
894,1197578.75,5,72.32,11,0,1,0
895,2007574.56,9,955.12,16,1,1,1
896,622903.04,6,522.58,19,0,0,0
897,886511.71,12,299.57,11,1,0,1
898,2690044.1,13,76.86,14,1,1,1
899,48875.75,3,500.62,2,1,0,0
900,265670.51,7,794.52,5,0,0,0
901,631579.9,4,707.09,5,1,0,1
902,89331.29,0,50.23,19,0,0,0
903,552491.95,3,72.9,12,0,0,0
904,1753294.27,2,402.87,18,0,0,1
905,1270059.41,8,295.29,4,0,0,0
906,2679088.42,7,232.38,17,0,0,0
907,2454156.25,0,281.0,10,1,0,1
908,1032033.88,5,803.48,6,1,1,0
909,785676.07,8,929.23,14,0,1,1
910,1145280.3,6,405.1,11,1,1,0
911,1774981.88,3,906.11,11,0,0,1
912,811510.29,12,321.5,18,1,0,1
913,1876205.23,16,476.44,18,1,1,1
914,1234140.84,1,226.03,11,1,0,0
915,1660621.07,4,640.48,12,1,1,1
916,1314018.32,11,978.98,5,1,0,0
917,890452.62,20,603.49,9,0,1,0
918,2845875.39,7,357.81,9,0,1,1
919,2293181.32,5,647.82,10,1,1,1
920,428938.4,7,122.92,19,0,0,0
921,2606719.25,17,888.66,1,1,1,1
922,1467419.28,2,503.08,7,0,0,0
923,2684711.16,21,449.35,4,1,0,1
924,2401567.22,11,585.86,1,1,0,1
925,1281388.38,2,624.78,15,1,0,0
926,77183.23,21,71.78,8,0,0,0
927,813345.3,5,682.62,12,0,0,0
928,1629486.3,1,241.93,18,1,0,1
929,1904099.88,22,713.95,15,1,1,0
930,781084.18,11,822.53,17,0,1,0
931,426674.66,1,803.96,14,0,1,0
932,2506441.41,5,552.5,14,0,0,1
933,2953362.52,16,520.17,18,0,0,1
934,1581813.65,2,142.88,18,0,0,1
935,523321.06,1,775.35,16,1,0,1
936,824198.91,22,271.41,1,0,1,0
937,64988.12,19,496.7,11,1,0,0
938,2743753.43,7,284.27,15,1,1,0
939,362075.74,21,133.83,12,0,0,0
940,1733784.26,11,629.56,8,0,1,1
941,829425.11,3,54.33,6,1,0,0
942,1666992.23,4,748.65,3,0,1,1
943,1957746.96,12,317.59,13,1,0,1
944,2490927.99,14,0.13,13,0,1,0
945,627199.6,22,511.13,2,0,0,0
946,42877.53,15,46.85,5,0,1,0
947,419288.03,9,276.17,17,1,1,1
948,2701055.74,22,706.98,6,0,0,0
949,2622931.33,15,62.69,2,1,1,0
950,1796265.18,11,839.34,4,0,0,0
951,1805545.41,16,3.82,11,1,0,0
952,1998459.66,15,246.82,8,0,0,0
953,534360.12,11,740.9,12,1,1,1
954,2744091.72,7,316.27,8,1,1,0
955,1262123.87,19,101.89,11,1,0,0
956,1155584.2,2,360.23,8,1,0,0
957,1561563.94,15,270.39,8,1,1,1
958,150428.24,12,842.71,17,1,1,0
959,507187.27,22,313.35,16,0,1,1
960,2216720.51,18,788.93,14,1,0,0
961,257568.02,7,891.87,11,1,0,1
962,1813424.81,21,433.82,7,1,0,0
963,743593.84,4,909.94,16,0,0,1
964,1173993.89,19,377.32,13,0,0,0
965,873194.27,7,964.08,15,0,1,1
966,1073461.42,23,89.29,16,1,0,0
967,2159947.26,11,687.02,9,0,1,1
968,898393.93,0,493.81,3,0,1,0
969,1703549.87,20,387.65,19,1,0,1
970,1433390.7,19,632.71,5,1,1,1
971,1994376.78,5,703.86,10,0,0,0
972,2811120.92,21,4.36,17,1,1,1
973,2200390.57,17,166.95,15,1,0,1
974,652671.73,7,713.05,8,1,0,0
975,103237.57,6,666.39,15,1,1,1
976,794169.49,0,966.05,14,0,0,1
977,1789283.01,20,761.04,7,1,1,1
978,163763.18,15,950.77,12,0,0,0
979,1494135.08,11,702.54,17,0,0,0
980,1794560.12,5,298.05,17,0,0,0
981,1009389.23,19,105.36,10,0,1,0
982,2315027.49,1,781.82,19,1,1,0
983,328728.78,13,644.15,14,1,0,0
984,234661.97,3,48.19,11,1,1,0
985,2187284.38,0,360.05,2,0,0,1
986,1491519.04,22,956.8,18,0,1,0
987,2068323.17,17,500.4,7,0,1,0
988,1310133.74,12,432.73,12,1,0,0
989,746742.08,1,457.7,2,0,0,0
990,2459115.93,8,208.88,18,1,0,1
991,2400253.48,20,368.71,6,1,0,0
992,2087142.45,1,369.81,10,1,0,1
993,823713.96,8,52.36,15,1,1,1
994,1774789.69,0,767.57,5,0,1,1
995,1089311.95,10,416.5,3,1,0,0
996,283830.4,2,822.18,5,0,0,0
997,2752767.59,19,850.35,8,1,0,1
998,419087.71,22,211.99,8,0,1,0
999,2851209.69,3,657.35,8,0,0,1
1000,1343557.26,17,472.28,12,1,0,1
